Code,Area,Year,,Year_adj,Sex,Ethnicity,Pupils,Attainment8,Progress8
E09000002,Barking and Dagenham,2015/16,2015,2015,All,All Pupils,"2,201",49.7,0.15
E09000002,Barking and Dagenham,2015/16,2015,2015,All,Asian,398,55.4,0.54
E09000002,Barking and Dagenham,2015/16,2015,2015,All,Black,551,51,0.36
E09000002,Barking and Dagenham,2015/16,2015,2015,All,Chinese,6,54.8,0.18
E09000002,Barking and Dagenham,2015/16,2015,2015,All,Mixed,141,46.8,-0.1
E09000002,Barking and Dagenham,2015/16,2015,2015,All,White,"1,051",47.3,-0.06
E09000002,Barking and Dagenham,2015/16,2015,2015,Boys,All Pupils,"1,110",47.6,-0.02
E09000002,Barking and Dagenham,2015/16,2015,2015,Boys,Asian,209,53.5,0.39
E09000002,Barking and Dagenham,2015/16,2015,2015,Boys,Black,266,48.1,0.16
E09000002,Barking and Dagenham,2015/16,2015,2015,Boys,Chinese,x,x,x
E09000002,Barking and Dagenham,2015/16,2015,2015,Boys,Mixed,67,45.1,-0.33
E09000002,Barking and Dagenham,2015/16,2015,2015,Boys,White,533,45.4,-0.21
E09000002,Barking and Dagenham,2015/16,2015,2015,Girls,All Pupils,"1,091",51.8,0.32
E09000002,Barking and Dagenham,2015/16,2015,2015,Girls,Asian,189,57.5,0.7
E09000002,Barking and Dagenham,2015/16,2015,2015,Girls,Black,285,53.6,0.57
E09000002,Barking and Dagenham,2015/16,2015,2015,Girls,Chinese,x,x,x
E09000002,Barking and Dagenham,2015/16,2015,2015,Girls,Mixed,74,48.4,0.12
E09000002,Barking and Dagenham,2015/16,2015,2015,Girls,White,518,49.3,0.1
E09000003,Barnet,2015/16,2015,2015,All,All Pupils,"3,647",56.1,0.33
E09000003,Barnet,2015/16,2015,2015,All,Asian,512,63,0.58
E09000003,Barnet,2015/16,2015,2015,All,Black,489,50.6,0.2
E09000003,Barnet,2015/16,2015,2015,All,Chinese,46,68,0.66
E09000003,Barnet,2015/16,2015,2015,All,Mixed,363,57.5,0.31
E09000003,Barnet,2015/16,2015,2015,All,White,"1,835",55.4,0.27
E09000003,Barnet,2015/16,2015,2015,Boys,All Pupils,"1,856",54.6,0.22
E09000003,Barnet,2015/16,2015,2015,Boys,Asian,294,64.1,0.54
E09000003,Barnet,2015/16,2015,2015,Boys,Black,242,48.4,0.04
E09000003,Barnet,2015/16,2015,2015,Boys,Chinese,21,64.7,0.41
E09000003,Barnet,2015/16,2015,2015,Boys,Mixed,170,55.4,0.11
E09000003,Barnet,2015/16,2015,2015,Boys,White,923,53.3,0.15
E09000003,Barnet,2015/16,2015,2015,Girls,All Pupils,"1,791",57.5,0.44
E09000003,Barnet,2015/16,2015,2015,Girls,Asian,218,61.6,0.63
E09000003,Barnet,2015/16,2015,2015,Girls,Black,247,52.7,0.37
E09000003,Barnet,2015/16,2015,2015,Girls,Chinese,25,70.8,0.89
E09000003,Barnet,2015/16,2015,2015,Girls,Mixed,193,59.4,0.49
E09000003,Barnet,2015/16,2015,2015,Girls,White,912,57.5,0.39
E09000004,Bexley,2015/16,2015,2015,All,All Pupils,"3,192",52.2,-0.04
E09000004,Bexley,2015/16,2015,2015,All,Asian,207,59.9,0.31
E09000004,Bexley,2015/16,2015,2015,All,Black,532,56.6,0.35
E09000004,Bexley,2015/16,2015,2015,All,Chinese,40,63.4,0.38
E09000004,Bexley,2015/16,2015,2015,All,Mixed,161,50.7,-0.12
E09000004,Bexley,2015/16,2015,2015,All,White,"2,183",50.4,-0.17
E09000004,Bexley,2015/16,2015,2015,Boys,All Pupils,"1,641",50,-0.16
E09000004,Bexley,2015/16,2015,2015,Boys,Asian,108,56.8,0.13
E09000004,Bexley,2015/16,2015,2015,Boys,Black,262,52.8,0.22
E09000004,Bexley,2015/16,2015,2015,Boys,Chinese,22,62.5,0.22
E09000004,Bexley,2015/16,2015,2015,Boys,Mixed,90,49.4,-0.22
E09000004,Bexley,2015/16,2015,2015,Boys,White,"1,120",48.5,-0.28
E09000004,Bexley,2015/16,2015,2015,Girls,All Pupils,"1,551",54.6,0.08
E09000004,Bexley,2015/16,2015,2015,Girls,Asian,99,63.3,0.5
E09000004,Bexley,2015/16,2015,2015,Girls,Black,270,60.2,0.49
E09000004,Bexley,2015/16,2015,2015,Girls,Chinese,18,64.5,0.58
E09000004,Bexley,2015/16,2015,2015,Girls,Mixed,71,52.3,0
E09000004,Bexley,2015/16,2015,2015,Girls,White,"1,063",52.3,-0.06
E09000005,Brent,2015/16,2015,2015,All,All Pupils,"3,035",51.5,0.31
E09000005,Brent,2015/16,2015,2015,All,Asian,900,54.3,0.52
E09000005,Brent,2015/16,2015,2015,All,Black,767,46,0.02
E09000005,Brent,2015/16,2015,2015,All,Chinese,9,62.4,0.7
E09000005,Brent,2015/16,2015,2015,All,Mixed,158,49.2,-0.11
E09000005,Brent,2015/16,2015,2015,All,White,579,49.4,0.28
E09000005,Brent,2015/16,2015,2015,Boys,All Pupils,"1,515",49.2,0.15
E09000005,Brent,2015/16,2015,2015,Boys,Asian,456,52.9,0.44
E09000005,Brent,2015/16,2015,2015,Boys,Black,361,42.8,-0.22
E09000005,Brent,2015/16,2015,2015,Boys,Chinese,x,x,x
E09000005,Brent,2015/16,2015,2015,Boys,Mixed,86,46.8,-0.22
E09000005,Brent,2015/16,2015,2015,Boys,White,300,46.9,0.11
E09000005,Brent,2015/16,2015,2015,Girls,All Pupils,"1,520",53.7,0.46
E09000005,Brent,2015/16,2015,2015,Girls,Asian,444,55.7,0.6
E09000005,Brent,2015/16,2015,2015,Girls,Black,406,48.9,0.23
E09000005,Brent,2015/16,2015,2015,Girls,Chinese,x,x,x
E09000005,Brent,2015/16,2015,2015,Girls,Mixed,72,52.1,0.01
E09000005,Brent,2015/16,2015,2015,Girls,White,279,52.1,0.46
E09000006,Bromley,2015/16,2015,2015,All,All Pupils,"3,305",53.7,0.1
E09000006,Bromley,2015/16,2015,2015,All,Asian,167,65.6,0.65
E09000006,Bromley,2015/16,2015,2015,All,Black,272,52.2,0.26
E09000006,Bromley,2015/16,2015,2015,All,Chinese,36,65.7,0.47
E09000006,Bromley,2015/16,2015,2015,All,Mixed,229,55.5,0.19
E09000006,Bromley,2015/16,2015,2015,All,White,"2,419",54.2,0.12
E09000006,Bromley,2015/16,2015,2015,Boys,All Pupils,"1,587",52.4,0.04
E09000006,Bromley,2015/16,2015,2015,Boys,Asian,83,65.5,0.65
E09000006,Bromley,2015/16,2015,2015,Boys,Black,116,51.2,0.39
E09000006,Bromley,2015/16,2015,2015,Boys,Chinese,21,61.6,0.28
E09000006,Bromley,2015/16,2015,2015,Boys,Mixed,105,55.2,0.08
E09000006,Bromley,2015/16,2015,2015,Boys,White,"1,179",52.4,0.03
E09000006,Bromley,2015/16,2015,2015,Girls,All Pupils,"1,718",54.9,0.15
E09000006,Bromley,2015/16,2015,2015,Girls,Asian,84,65.7,0.66
E09000006,Bromley,2015/16,2015,2015,Girls,Black,156,52.9,0.16
E09000006,Bromley,2015/16,2015,2015,Girls,Chinese,15,71.3,0.74
E09000006,Bromley,2015/16,2015,2015,Girls,Mixed,124,55.8,0.29
E09000006,Bromley,2015/16,2015,2015,Girls,White,"1,240",56,0.21
E09000007,Camden,2015/16,2015,2015,All,All Pupils,"1,422",50.6,0
E09000007,Camden,2015/16,2015,2015,All,Asian,272,50.3,0.11
E09000007,Camden,2015/16,2015,2015,All,Black,345,47.8,0.07
E09000007,Camden,2015/16,2015,2015,All,Chinese,10,66.2,0.81
E09000007,Camden,2015/16,2015,2015,All,Mixed,142,48.3,-0.31
E09000007,Camden,2015/16,2015,2015,All,White,549,52.1,-0.1
E09000007,Camden,2015/16,2015,2015,Boys,All Pupils,605,45.8,-0.3
E09000007,Camden,2015/16,2015,2015,Boys,Asian,135,46.9,-0.12
E09000007,Camden,2015/16,2015,2015,Boys,Black,132,43.7,-0.27
E09000007,Camden,2015/16,2015,2015,Boys,Chinese,3,67.8,x
E09000007,Camden,2015/16,2015,2015,Boys,Mixed,60,41.6,-0.55
E09000007,Camden,2015/16,2015,2015,Boys,White,233,46.7,-0.45
E09000007,Camden,2015/16,2015,2015,Girls,All Pupils,817,54.1,0.23
E09000007,Camden,2015/16,2015,2015,Girls,Asian,137,53.6,0.34
E09000007,Camden,2015/16,2015,2015,Girls,Black,213,50.4,0.28
E09000007,Camden,2015/16,2015,2015,Girls,Chinese,7,65.5,x
E09000007,Camden,2015/16,2015,2015,Girls,Mixed,82,53.1,-0.13
E09000007,Camden,2015/16,2015,2015,Girls,White,316,56,0.14
E09000001,City of London,2015/16,2015,2015,All,All Pupils,.,.,.
E09000001,City of London,2015/16,2015,2015,All,Asian,.,.,.
E09000001,City of London,2015/16,2015,2015,All,Black,.,.,.
E09000001,City of London,2015/16,2015,2015,All,Chinese,.,.,.
E09000001,City of London,2015/16,2015,2015,All,Mixed,.,.,.
E09000001,City of London,2015/16,2015,2015,All,White,.,.,.
E09000001,City of London,2015/16,2015,2015,Boys,All Pupils,.,.,.
E09000001,City of London,2015/16,2015,2015,Boys,Asian,.,.,.
E09000001,City of London,2015/16,2015,2015,Boys,Black,.,.,.
E09000001,City of London,2015/16,2015,2015,Boys,Chinese,.,.,.
E09000001,City of London,2015/16,2015,2015,Boys,Mixed,.,.,.
E09000001,City of London,2015/16,2015,2015,Boys,White,.,.,.
E09000001,City of London,2015/16,2015,2015,Girls,All Pupils,.,.,.
E09000001,City of London,2015/16,2015,2015,Girls,Asian,.,.,.
E09000001,City of London,2015/16,2015,2015,Girls,Black,.,.,.
E09000001,City of London,2015/16,2015,2015,Girls,Chinese,.,.,.
E09000001,City of London,2015/16,2015,2015,Girls,Mixed,.,.,.
E09000001,City of London,2015/16,2015,2015,Girls,White,.,.,.
E09000008,Croydon,2015/16,2015,2015,All,All Pupils,"3,844",48.5,0.08
E09000008,Croydon,2015/16,2015,2015,All,Asian,453,54.8,0.47
E09000008,Croydon,2015/16,2015,2015,All,Black,"1,124",48.4,0.1
E09000008,Croydon,2015/16,2015,2015,All,Chinese,21,64.6,0.45
E09000008,Croydon,2015/16,2015,2015,All,Mixed,424,48.7,-0.08
E09000008,Croydon,2015/16,2015,2015,All,White,"1,534",50,0.01
E09000008,Croydon,2015/16,2015,2015,Boys,All Pupils,"1,885",45.1,-0.07
E09000008,Croydon,2015/16,2015,2015,Boys,Asian,242,53.7,0.45
E09000008,Croydon,2015/16,2015,2015,Boys,Black,580,45.4,-0.06
E09000008,Croydon,2015/16,2015,2015,Boys,Chinese,8,62.3,0.33
E09000008,Croydon,2015/16,2015,2015,Boys,Mixed,178,45.6,-0.18
E09000008,Croydon,2015/16,2015,2015,Boys,White,714,46,-0.23
E09000008,Croydon,2015/16,2015,2015,Girls,All Pupils,"1,959",51.9,0.22
E09000008,Croydon,2015/16,2015,2015,Girls,Asian,211,56.1,0.5
E09000008,Croydon,2015/16,2015,2015,Girls,Black,544,51.6,0.28
E09000008,Croydon,2015/16,2015,2015,Girls,Chinese,13,66.1,0.51
E09000008,Croydon,2015/16,2015,2015,Girls,Mixed,246,50.9,0
E09000008,Croydon,2015/16,2015,2015,Girls,White,820,53.5,0.21
E09000009,Ealing,2015/16,2015,2015,All,All Pupils,"2,781",50.9,0.28
E09000009,Ealing,2015/16,2015,2015,All,Asian,747,52.2,0.42
E09000009,Ealing,2015/16,2015,2015,All,Black,574,46.7,0.17
E09000009,Ealing,2015/16,2015,2015,All,Chinese,5,63.6,0.71
E09000009,Ealing,2015/16,2015,2015,All,Mixed,195,52,0.11
E09000009,Ealing,2015/16,2015,2015,All,White,826,51.9,0.17
E09000009,Ealing,2015/16,2015,2015,Boys,All Pupils,"1,427",48.5,0.13
E09000009,Ealing,2015/16,2015,2015,Boys,Asian,398,50.4,0.37
E09000009,Ealing,2015/16,2015,2015,Boys,Black,260,43.5,-0.06
E09000009,Ealing,2015/16,2015,2015,Boys,Chinese,0,.,.
E09000009,Ealing,2015/16,2015,2015,Boys,Mixed,91,47.9,-0.14
E09000009,Ealing,2015/16,2015,2015,Boys,White,446,49.6,-0.01
E09000009,Ealing,2015/16,2015,2015,Girls,All Pupils,"1,354",53.5,0.44
E09000009,Ealing,2015/16,2015,2015,Girls,Asian,349,54.4,0.47
E09000009,Ealing,2015/16,2015,2015,Girls,Black,314,49.4,0.36
E09000009,Ealing,2015/16,2015,2015,Girls,Chinese,5,63.6,0.71
E09000009,Ealing,2015/16,2015,2015,Girls,Mixed,104,55.6,0.31
E09000009,Ealing,2015/16,2015,2015,Girls,White,380,54.6,0.37
E09000010,Enfield,2015/16,2015,2015,All,All Pupils,"3,579",50.4,0.05
E09000010,Enfield,2015/16,2015,2015,All,Asian,313,59.3,0.3
E09000010,Enfield,2015/16,2015,2015,All,Black,879,48.3,0.1
E09000010,Enfield,2015/16,2015,2015,All,Chinese,20,66.6,0.52
E09000010,Enfield,2015/16,2015,2015,All,Mixed,324,50.9,-0.13
E09000010,Enfield,2015/16,2015,2015,All,White,"1,754",49.9,0.02
E09000010,Enfield,2015/16,2015,2015,Boys,All Pupils,"1,808",48.2,-0.12
E09000010,Enfield,2015/16,2015,2015,Boys,Asian,162,57.7,0.11
E09000010,Enfield,2015/16,2015,2015,Boys,Black,429,45.2,-0.11
E09000010,Enfield,2015/16,2015,2015,Boys,Chinese,9,59.8,0.3
E09000010,Enfield,2015/16,2015,2015,Boys,Mixed,184,47.6,-0.34
E09000010,Enfield,2015/16,2015,2015,Boys,White,890,48.3,-0.13
E09000010,Enfield,2015/16,2015,2015,Girls,All Pupils,"1,771",52.7,0.23
E09000010,Enfield,2015/16,2015,2015,Girls,Asian,151,61.1,0.51
E09000010,Enfield,2015/16,2015,2015,Girls,Black,450,51.2,0.31
E09000010,Enfield,2015/16,2015,2015,Girls,Chinese,11,72.1,0.71
E09000010,Enfield,2015/16,2015,2015,Girls,Mixed,140,55.3,0.13
E09000010,Enfield,2015/16,2015,2015,Girls,White,864,51.5,0.18
E09000011,Greenwich,2015/16,2015,2015,All,All Pupils,"2,204",49.6,-0.01
E09000011,Greenwich,2015/16,2015,2015,All,Asian,207,56.1,0.66
E09000011,Greenwich,2015/16,2015,2015,All,Black,604,51.3,0.21
E09000011,Greenwich,2015/16,2015,2015,All,Chinese,24,60.9,0.36
E09000011,Greenwich,2015/16,2015,2015,All,Mixed,208,49.9,-0.11
E09000011,Greenwich,2015/16,2015,2015,All,White,"1,071",47.2,-0.23
E09000011,Greenwich,2015/16,2015,2015,Boys,All Pupils,"1,093",47.7,-0.1
E09000011,Greenwich,2015/16,2015,2015,Boys,Asian,107,55.6,0.55
E09000011,Greenwich,2015/16,2015,2015,Boys,Black,316,49.7,0.09
E09000011,Greenwich,2015/16,2015,2015,Boys,Chinese,13,57.9,0.13
E09000011,Greenwich,2015/16,2015,2015,Boys,Mixed,98,47.3,-0.22
E09000011,Greenwich,2015/16,2015,2015,Boys,White,511,44.8,-0.33
E09000011,Greenwich,2015/16,2015,2015,Girls,All Pupils,"1,111",51.5,0.08
E09000011,Greenwich,2015/16,2015,2015,Girls,Asian,100,56.5,0.77
E09000011,Greenwich,2015/16,2015,2015,Girls,Black,288,53.1,0.33
E09000011,Greenwich,2015/16,2015,2015,Girls,Chinese,11,64.4,0.66
E09000011,Greenwich,2015/16,2015,2015,Girls,Mixed,110,52.3,-0.02
E09000011,Greenwich,2015/16,2015,2015,Girls,White,560,49.5,-0.13
E09000012,Hackney,2015/16,2015,2015,All,All Pupils,"2,038",52.5,0.35
E09000012,Hackney,2015/16,2015,2015,All,Asian,272,54.2,0.45
E09000012,Hackney,2015/16,2015,2015,All,Black,719,49.7,0.25
E09000012,Hackney,2015/16,2015,2015,All,Chinese,12,67.7,0.81
E09000012,Hackney,2015/16,2015,2015,All,Mixed,193,52.6,0.27
E09000012,Hackney,2015/16,2015,2015,All,White,687,54.6,0.39
E09000012,Hackney,2015/16,2015,2015,Boys,All Pupils,916,49.5,0.23
E09000012,Hackney,2015/16,2015,2015,Boys,Asian,124,53.7,0.37
E09000012,Hackney,2015/16,2015,2015,Boys,Black,324,46.4,0.12
E09000012,Hackney,2015/16,2015,2015,Boys,Chinese,7,63.6,0.51
E09000012,Hackney,2015/16,2015,2015,Boys,Mixed,80,50.1,0.19
E09000012,Hackney,2015/16,2015,2015,Boys,White,302,50.4,0.24
E09000012,Hackney,2015/16,2015,2015,Girls,All Pupils,"1,122",54.9,0.45
E09000012,Hackney,2015/16,2015,2015,Girls,Asian,148,54.5,0.52
E09000012,Hackney,2015/16,2015,2015,Girls,Black,395,52.4,0.36
E09000012,Hackney,2015/16,2015,2015,Girls,Chinese,5,73.4,1.25
E09000012,Hackney,2015/16,2015,2015,Girls,Mixed,113,54.3,0.32
E09000012,Hackney,2015/16,2015,2015,Girls,White,385,58,0.5
E09000013,Hammersmith and Fulham,2015/16,2015,2015,All,All Pupils,"1,350",54.1,0.12
E09000013,Hammersmith and Fulham,2015/16,2015,2015,All,Asian,116,54.9,0.23
E09000013,Hammersmith and Fulham,2015/16,2015,2015,All,Black,333,48.3,0.01
E09000013,Hammersmith and Fulham,2015/16,2015,2015,All,Chinese,6,66.2,0.76
E09000013,Hammersmith and Fulham,2015/16,2015,2015,All,Mixed,133,52.8,-0.03
E09000013,Hammersmith and Fulham,2015/16,2015,2015,All,White,624,57.4,0.15
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Boys,All Pupils,649,51.3,-0.02
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Boys,Asian,63,52.4,0.18
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Boys,Black,167,45.8,-0.11
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Boys,Chinese,x,x,.
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Boys,Mixed,71,47,-0.27
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Boys,White,286,56.3,0.05
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Girls,All Pupils,701,56.7,0.26
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Girls,Asian,53,57.8,0.31
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Girls,Black,166,50.7,0.12
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Girls,Chinese,x,x,0.76
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Girls,Mixed,62,59.4,0.26
E09000013,Hammersmith and Fulham,2015/16,2015,2015,Girls,White,338,58.4,0.24
E09000014,Haringey,2015/16,2015,2015,All,All Pupils,"2,231",50.1,0.28
E09000014,Haringey,2015/16,2015,2015,All,Asian,127,52.2,0.39
E09000014,Haringey,2015/16,2015,2015,All,Black,639,45.6,0.13
E09000014,Haringey,2015/16,2015,2015,All,Chinese,12,54.5,0.82
E09000014,Haringey,2015/16,2015,2015,All,Mixed,253,52.2,0.18
E09000014,Haringey,2015/16,2015,2015,All,White,"1,005",51.8,0.35
E09000014,Haringey,2015/16,2015,2015,Boys,All Pupils,"1,112",47.5,0.18
E09000014,Haringey,2015/16,2015,2015,Boys,Asian,59,50.2,0.37
E09000014,Haringey,2015/16,2015,2015,Boys,Black,323,42.3,-0.07
E09000014,Haringey,2015/16,2015,2015,Boys,Chinese,7,50,x
E09000014,Haringey,2015/16,2015,2015,Boys,Mixed,125,49.3,0.09
E09000014,Haringey,2015/16,2015,2015,Boys,White,510,49.7,0.3
E09000014,Haringey,2015/16,2015,2015,Girls,All Pupils,"1,119",52.6,0.37
E09000014,Haringey,2015/16,2015,2015,Girls,Asian,68,54,0.41
E09000014,Haringey,2015/16,2015,2015,Girls,Black,316,48.9,0.33
E09000014,Haringey,2015/16,2015,2015,Girls,Chinese,5,60.7,x
E09000014,Haringey,2015/16,2015,2015,Girls,Mixed,128,55.1,0.26
E09000014,Haringey,2015/16,2015,2015,Girls,White,495,54,0.4
E09000015,Harrow,2015/16,2015,2015,All,All Pupils,"2,127",53.1,0.32
E09000015,Harrow,2015/16,2015,2015,All,Asian,900,55.6,0.46
E09000015,Harrow,2015/16,2015,2015,All,Black,344,49.4,0.24
E09000015,Harrow,2015/16,2015,2015,All,Chinese,11,63,0.28
E09000015,Harrow,2015/16,2015,2015,All,Mixed,163,51.8,0.1
E09000015,Harrow,2015/16,2015,2015,All,White,610,52.3,0.19
E09000015,Harrow,2015/16,2015,2015,Boys,All Pupils,"1,063",50.7,0.11
E09000015,Harrow,2015/16,2015,2015,Boys,Asian,476,53.7,0.28
E09000015,Harrow,2015/16,2015,2015,Boys,Black,167,46.5,0.03
E09000015,Harrow,2015/16,2015,2015,Boys,Chinese,5,47.4,-0.85
E09000015,Harrow,2015/16,2015,2015,Boys,Mixed,72,47.9,-0.14
E09000015,Harrow,2015/16,2015,2015,Boys,White,303,49.5,-0.03
E09000015,Harrow,2015/16,2015,2015,Girls,All Pupils,"1,064",55.6,0.52
E09000015,Harrow,2015/16,2015,2015,Girls,Asian,424,57.8,0.67
E09000015,Harrow,2015/16,2015,2015,Girls,Black,177,52.2,0.42
E09000015,Harrow,2015/16,2015,2015,Girls,Chinese,6,76,1.19
E09000015,Harrow,2015/16,2015,2015,Girls,Mixed,91,54.9,0.3
E09000015,Harrow,2015/16,2015,2015,Girls,White,307,55,0.4
E09000016,Havering,2015/16,2015,2015,All,All Pupils,"2,917",50,-0.14
E09000016,Havering,2015/16,2015,2015,All,Asian,117,55.2,0.4
E09000016,Havering,2015/16,2015,2015,All,Black,362,51.2,0.13
E09000016,Havering,2015/16,2015,2015,All,Chinese,11,61.5,0.29
E09000016,Havering,2015/16,2015,2015,All,Mixed,127,50.6,-0.14
E09000016,Havering,2015/16,2015,2015,All,White,"2,237",49.5,-0.21
E09000016,Havering,2015/16,2015,2015,Boys,All Pupils,"1,481",48.3,-0.28
E09000016,Havering,2015/16,2015,2015,Boys,Asian,56,53.2,0.26
E09000016,Havering,2015/16,2015,2015,Boys,Black,184,47.5,-0.19
E09000016,Havering,2015/16,2015,2015,Boys,Chinese,7,60.1,0.18
E09000016,Havering,2015/16,2015,2015,Boys,Mixed,67,48.9,-0.23
E09000016,Havering,2015/16,2015,2015,Boys,White,"1,135",48,-0.32
E09000016,Havering,2015/16,2015,2015,Girls,All Pupils,"1,436",51.8,0
E09000016,Havering,2015/16,2015,2015,Girls,Asian,61,57,0.52
E09000016,Havering,2015/16,2015,2015,Girls,Black,178,54.9,0.46
E09000016,Havering,2015/16,2015,2015,Girls,Chinese,4,63.8,0.56
E09000016,Havering,2015/16,2015,2015,Girls,Mixed,60,52.6,-0.05
E09000016,Havering,2015/16,2015,2015,Girls,White,"1,102",50.9,-0.1
E09000017,Hillingdon,2015/16,2015,2015,All,All Pupils,"3,136",51.2,0.06
E09000017,Hillingdon,2015/16,2015,2015,All,Asian,751,55.9,0.43
E09000017,Hillingdon,2015/16,2015,2015,All,Black,327,48.2,0.17
E09000017,Hillingdon,2015/16,2015,2015,All,Chinese,12,61.8,0.73
E09000017,Hillingdon,2015/16,2015,2015,All,Mixed,299,52.2,0.1
E09000017,Hillingdon,2015/16,2015,2015,All,White,"1,479",48.4,-0.23
E09000017,Hillingdon,2015/16,2015,2015,Boys,All Pupils,"1,637",49.4,-0.05
E09000017,Hillingdon,2015/16,2015,2015,Boys,Asian,399,54,0.28
E09000017,Hillingdon,2015/16,2015,2015,Boys,Black,173,45.5,-0.05
E09000017,Hillingdon,2015/16,2015,2015,Boys,Chinese,6,57.3,1.17
E09000017,Hillingdon,2015/16,2015,2015,Boys,Mixed,154,49.2,0.02
E09000017,Hillingdon,2015/16,2015,2015,Boys,White,770,47.1,-0.3
E09000017,Hillingdon,2015/16,2015,2015,Girls,All Pupils,"1,499",53.2,0.19
E09000017,Hillingdon,2015/16,2015,2015,Girls,Asian,352,58.2,0.6
E09000017,Hillingdon,2015/16,2015,2015,Girls,Black,154,51.4,0.44
E09000017,Hillingdon,2015/16,2015,2015,Girls,Chinese,6,66.3,0.47
E09000017,Hillingdon,2015/16,2015,2015,Girls,Mixed,145,55.3,0.18
E09000017,Hillingdon,2015/16,2015,2015,Girls,White,709,49.7,-0.15
E09000018,Hounslow,2015/16,2015,2015,All,All Pupils,"2,667",51.1,0.29
E09000018,Hounslow,2015/16,2015,2015,All,Asian,696,56.6,0.62
E09000018,Hounslow,2015/16,2015,2015,All,Black,344,49.8,0.3
E09000018,Hounslow,2015/16,2015,2015,All,Chinese,5,51.8,0.91
E09000018,Hounslow,2015/16,2015,2015,All,Mixed,224,55.9,0.31
E09000018,Hounslow,2015/16,2015,2015,All,White,951,52.6,0.18
E09000018,Hounslow,2015/16,2015,2015,Boys,All Pupils,"1,354",48.8,0.15
E09000018,Hounslow,2015/16,2015,2015,Boys,Asian,361,54.7,0.53
E09000018,Hounslow,2015/16,2015,2015,Boys,Black,192,47.7,0.08
E09000018,Hounslow,2015/16,2015,2015,Boys,Chinese,x,x,x
E09000018,Hounslow,2015/16,2015,2015,Boys,Mixed,101,54.9,0.2
E09000018,Hounslow,2015/16,2015,2015,Boys,White,448,50.8,0.11
E09000018,Hounslow,2015/16,2015,2015,Girls,All Pupils,"1,313",53.6,0.43
E09000018,Hounslow,2015/16,2015,2015,Girls,Asian,335,58.5,0.72
E09000018,Hounslow,2015/16,2015,2015,Girls,Black,152,52.5,0.58
E09000018,Hounslow,2015/16,2015,2015,Girls,Chinese,x,x,x
E09000018,Hounslow,2015/16,2015,2015,Girls,Mixed,123,56.7,0.4
E09000018,Hounslow,2015/16,2015,2015,Girls,White,503,54.2,0.25
E09000019,Islington,2015/16,2015,2015,All,All Pupils,"1,397",50.6,0.19
E09000019,Islington,2015/16,2015,2015,All,Asian,170,54.6,0.51
E09000019,Islington,2015/16,2015,2015,All,Black,423,49.4,0.22
E09000019,Islington,2015/16,2015,2015,All,Chinese,x,x,x
E09000019,Islington,2015/16,2015,2015,All,Mixed,158,49.2,0.04
E09000019,Islington,2015/16,2015,2015,All,White,506,49.9,0.03
E09000019,Islington,2015/16,2015,2015,Boys,All Pupils,761,49.7,0.12
E09000019,Islington,2015/16,2015,2015,Boys,Asian,84,53.8,0.44
E09000019,Islington,2015/16,2015,2015,Boys,Black,228,48.6,0.19
E09000019,Islington,2015/16,2015,2015,Boys,Chinese,x,x,x
E09000019,Islington,2015/16,2015,2015,Boys,Mixed,93,48.7,-0.03
E09000019,Islington,2015/16,2015,2015,Boys,White,276,48.4,-0.06
E09000019,Islington,2015/16,2015,2015,Girls,All Pupils,636,51.7,0.28
E09000019,Islington,2015/16,2015,2015,Girls,Asian,86,55.3,0.58
E09000019,Islington,2015/16,2015,2015,Girls,Black,195,50.4,0.25
E09000019,Islington,2015/16,2015,2015,Girls,Chinese,x,x,.
E09000019,Islington,2015/16,2015,2015,Girls,Mixed,65,50,0.16
E09000019,Islington,2015/16,2015,2015,Girls,White,230,51.6,0.15
E09000020,Kensington and Chelsea,2015/16,2015,2015,All,All Pupils,740,56.6,0.34
E09000020,Kensington and Chelsea,2015/16,2015,2015,All,Asian,26,58.9,0.49
E09000020,Kensington and Chelsea,2015/16,2015,2015,All,Black,148,52.4,0.32
E09000020,Kensington and Chelsea,2015/16,2015,2015,All,Chinese,x,x,x
E09000020,Kensington and Chelsea,2015/16,2015,2015,All,Mixed,113,56.3,0.26
E09000020,Kensington and Chelsea,2015/16,2015,2015,All,White,297,58.1,0.31
E09000020,Kensington and Chelsea,2015/16,2015,2015,Boys,All Pupils,430,56.1,0.29
E09000020,Kensington and Chelsea,2015/16,2015,2015,Boys,Asian,9,58.4,0.53
E09000020,Kensington and Chelsea,2015/16,2015,2015,Boys,Black,88,50.4,0.19
E09000020,Kensington and Chelsea,2015/16,2015,2015,Boys,Chinese,0,.,.
E09000020,Kensington and Chelsea,2015/16,2015,2015,Boys,Mixed,62,55.5,0.25
